"LEWISBURG 3 N, WV US (USC00465224)"
Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
1910-05-05,,66,31,,0.0,
1910-05-06,,64,28,,0.0,
1910-05-07,,60,37,0.47,0.0,
1910-05-08,,66,49,0.17,0.0,
1910-05-09,,62,49,0.05,0.0,
1910-05-10,,72,42,,0.0,
1910-05-11,,76,39,,0.0,
1910-05-12,,58,49,0.25,0.0,
1910-05-13,,54,32,0.05,0.0,
1910-05-14,,49,34,0.00,0.0,
1910-05-15,,62,30,,0.0,
1910-05-16,,62,37,,0.0,
1910-05-17,,67,41,,0.0,
1910-05-18,,68,37,,0.0,
1910-05-19,,77,36,,0.0,
1910-05-20,,73,53,0.73,0.0,
1910-05-21,,,47,,0.0,
1910-05-22,,82,50,,0.0,
1910-05-23,,83,57,,0.0,
1910-05-24,,78,57,0.21,0.0,
1910-05-25,,68,56,0.17,0.0,
1910-05-26,,61,,0.03,0.0,
1910-05-27,,67,36,,0.0,
1910-05-28,,75,,,0.0,
1910-05-29,,,39,,0.0,
1910-05-30,,68,49,0.16,0.0,
1910-05-31,,64,45,0.00,0.0,
1910-06-01,,58,42,0.00,0.0,
1910-06-02,,69,34,0.00,0.0,
1910-06-03,,65,42,0.00,0.0,
1910-06-04,,76,37,0.00,0.0,
1910-06-05,,73,51,1.22,0.0,
1910-06-06,,75,55,0.07,0.0,
1910-06-07,,70,53,0.00,0.0,
1910-06-08,,68,38,0.00,0.0,
1910-06-09,,65,44,0.32,0.0,
1910-06-10,,61,56,0.41,0.0,
1910-06-11,,76,55,0.17,0.0,
1910-06-12,,71,58,0.46,0.0,
1910-06-13,,71,56,0.46,0.0,
1910-06-14,,72,57,0.00,0.0,
1910-06-15,,69,58,0.00,0.0,
1910-06-16,,72,56,1.95,0.0,
1910-06-17,,85,60,0.00,0.0,
1910-06-18,,81,58,0.00,0.0,
1910-06-19,,82,62,0.23,0.0,
1910-06-20,,84,58,0.00,0.0,
1910-06-21,,89,57,0.04,0.0,
1910-06-22,,85,57,0.00,0.0,
1910-06-23,,84,61,0.52,0.0,
1910-06-24,,84,61,0.00,0.0,
1910-06-25,,78,60,0.00,0.0,
1910-06-26,,79,58,0.00,0.0,
1910-06-27,,81,61,0.15,0.0,
1910-06-28,,77,58,0.05,0.0,
1910-06-29,,80,58,0.00,0.0,
1910-06-30,,87,60,0.00,0.0,
1910-07-01,,84,56,,,
1910-07-02,,86,62,0.13,,
1910-07-03,,84,58,,,
1910-07-04,,77,63,0.85,,
1910-07-05,,72,62,0.21,,
1910-07-06,,78,65,0.37,,
1910-07-07,,75,64,0.03,,
1910-07-08,,85,69,,,
1910-07-09,,83,60,0.00,,
1910-07-10,,85,63,0.41,,
1910-07-11,,85,61,,,
1910-07-12,,88,62,0.00,,
1910-07-13,,79,63,0.43,,
1910-07-14,,81,63,0.36,,
1910-07-15,,83,66,0.03,,
1910-07-16,,84,62,0.00,,
1910-07-17,,80,65,0.24,,
1910-07-18,,80,52,0.45,,
1910-07-19,,78,51,,,
1910-07-20,,77,52,,,
1910-07-21,,79,63,,,
1910-07-22,,81,56,,,
1910-07-23,,83,58,,,
1910-07-24,,85,63,,,
1910-07-25,,84,66,,,
1910-07-26,,84,68,0.05,,
1910-07-27,,82,64,,,
1910-07-28,,88,60,0.53,,
1910-07-29,,81,55,,,
1910-07-30,,82,54,0.10,,
1910-07-31,,77,56,,,
1910-08-01,,80,53,0.18,,
1910-08-02,,82,60,0.00,,
1910-08-03,,87,59,0.22,,
1910-08-04,,75,63,0.29,,
1910-08-05,,76,56,0.00,,
1910-08-06,,76,52,0.00,,
1910-08-07,,75,48,0.03,,
1910-08-08,,76,62,0.05,,
1910-08-09,,80,53,0.00,,
1910-08-10,,78,62,0.03,,
1910-08-11,,78,51,0.00,,
1910-08-12,,80,56,1.71,,
1910-08-13,,77,52,0.00,,
1910-08-14,,85,59,0.00,,
1910-08-15,,80,53,0.00,,
1910-08-16,,81,61,0.18,,
1910-08-17,,80,60,0.00,,
1910-08-18,,81,65,0.00,,
1910-08-19,,77,66,0.34,,
1910-08-20,,76,58,0.00,,
1910-08-21,,77,54,0.11,,
1910-08-22,,74,55,0.00,,
1910-08-23,,75,54,0.00,,
1910-08-24,,78,56,0.00,,
1910-08-25,,81,58,0.06,,
1910-08-26,,80,59,0.37,,
1910-08-27,,73,53,0.12,,
1910-08-28,,77,62,0.00,,
1910-08-29,,80,52,0.00,,
1910-08-30,,84,62,0.00,,
1910-08-31,,70,64,0.08,,
1910-09-01,,78,64,1.00,,
1910-09-02,,82,61,,,
1910-09-03,,80,59,0.76,,
1910-09-04,,82,62,0.18,,
1910-09-05,,89,63,0.01,,
1910-09-06,,84,62,,,
1910-09-07,,81,64,,,
1910-09-08,,84,61,0.15,,
1910-09-09,,75,63,,,
1910-09-10,,71,56,,,
1910-09-11,,79,60,,,
1910-09-12,,81,59,,,
1910-09-13,,78,62,0.49,,
1910-09-14,,74,56,,,
1910-09-15,,70,50,,,
1910-09-16,,69,43,,,
1910-09-17,,68,43,,,
1910-09-18,,72,44,,,
1910-09-19,,71,54,0.05,,
1910-09-20,,75,61,,,
1910-09-21,,76,56,,,
1910-09-22,,75,51,,,
1910-09-23,,79,52,,,
1910-09-24,,80,56,,,
1910-09-25,,79,54,,,
1910-09-26,,76,52,,,
1910-09-27,,80,,0.00,,
1910-09-28,,73,,0.15,,
1910-09-29,,71,61,,,
1910-09-30,,73,59,0.07,,
1910-10-01,,76,,0.00,0.0,
1910-10-02,,74,,0.00,0.0,
1910-10-03,,76,48,0.00,0.0,
1910-10-04,,75,,0.00,0.0,
1910-10-05,,80,,0.00,0.0,
1910-10-06,,80,,0.00,0.0,
1910-10-07,,72,,0.31,0.0,
1910-10-08,,68,,0.47,0.0,
1910-10-09,,66,,0.00,0.0,
1910-10-10,,66,,0.00,0.0,
1910-10-11,,72,,0.00,0.0,
1910-10-12,,74,,0.00,0.0,
1910-10-13,,68,,0.00,0.0,
1910-10-14,,72,,0.00,0.0,
1910-10-15,,75,,0.00,0.0,
1910-10-16,,76,,0.00,0.0,
1910-10-17,,77,,0.00,0.0,
1910-10-18,,73,,0.00,0.0,
1910-10-19,,70,,0.19,0.0,
1910-10-20,,76,,0.00,0.0,
1910-10-21,,76,,0.00,0.0,
1910-10-22,,70,,0.00,0.0,
1910-10-23,,56,,0.00,0.0,
1910-10-24,,62,,0.00,0.0,
1910-10-25,,60,33,0.00,0.0,
1910-10-26,,62,30,0.00,0.0,
1910-10-27,,61,38,0.21,0.0,
1910-10-28,,45,30,0.00,0.0,
1910-10-29,,36,27,0.00,0.0,
1910-10-30,,46,23,0.00,0.0,
1910-10-31,,58,21,0.00,0.0,
1910-11-01,,62,27,0.00,0.0,
1910-11-02,,55,37,0.25,0.0,
1910-11-03,,44,29,0.00,0.0,
1910-11-04,,41,25,0.00,0.0,
1910-11-05,,41,24,0.00,0.0,
1910-11-06,,42,32,0.00,0.0,
1910-11-07,,50,26,0.00,0.0,
1910-11-08,,63,20,0.00,0.0,
1910-11-09,,57,30,0.00,0.0,
1910-11-10,,48,31,0.00,0.0,
1910-11-11,,45,31,0.00,0.0,
1910-11-12,,33,24,0.00,0.0,
1910-11-13,,34,30,0.00,0.0,
1910-11-14,,37,24,0.15,0.0,
1910-11-15,,37,30,0.00,0.0,
1910-11-16,,33,25,0.00,0.0,
1910-11-17,,43,28,0.00,0.0,
1910-11-18,,45,23,0.00,0.0,
1910-11-19,,43,20,0.00,0.0,
1910-11-20,,50,15,0.00,0.0,
1910-11-21,,48,16,0.00,0.0,
1910-11-22,,46,29,0.00,0.0,
1910-11-23,,47,16,0.00,0.0,
1910-11-24,,52,31,0.08,0.0,
1910-11-25,,56,37,0.00,0.0,
1910-11-26,,48,31,0.00,0.0,
1910-11-27,,44,27,0.80,0.0,
1910-11-28,,45,37,0.25,0.0,
1910-11-29,,39,26,0.00,0.0,
1910-11-30,,27,21,0.00,0.0,0.0
1910-12-01,,24,19,0.00,0.0,
1910-12-02,,24,21,0.00,0.0,
1910-12-03,,28,15,0.05,0.5,
1910-12-04,,37,23,0.00,0.0,
1910-12-05,,33,22,0.00,0.0,
1910-12-06,,32,27,0.55,5.5,
1910-12-07,,28,21,0.02,0.3,
1910-12-08,,33,10,0.00,0.0,
1910-12-09,,32,11,0.00,0.0,
1910-12-10,,31,10,0.10,1.0,
1910-12-11,,40,24,0.00,0.0,
1910-12-12,,27,17,0.00,0.0,
1910-12-13,,23,10,0.00,0.0,
1910-12-14,,36,0,0.00,0.0,
1910-12-15,,39,19,0.00,0.0,
1910-12-16,,39,14,0.00,0.0,
1910-12-17,,33,1,0.00,0.0,
1910-12-18,,36,11,0.00,0.0,
1910-12-19,,40,29,0.26,0.0,
1910-12-20,,32,17,0.40,0.0,
1910-12-21,,18,11,0.00,0.0,
1910-12-22,,31,5,0.00,0.0,
1910-12-23,,40,25,0.80,1.0,
1910-12-24,,40,24,0.00,0.0,
1910-12-25,,28,16,0.00,0.0,
1910-12-26,,35,16,0.00,0.0,
1910-12-27,,41,31,0.00,0.0,
1910-12-28,,49,27,0.00,0.0,
1910-12-29,,57,34,0.00,0.0,
1910-12-30,,55,27,0.00,0.0,
1910-12-31,,36,15,0.00,0.0,
1911-01-01,,37,25,1.60,0.0,
1911-01-02,,46,34,0.42,0.0,
1911-01-03,,46,23,0.52,0.0,
1911-01-04,,42,11,0.00,0.0,
1911-01-05,,25,11,0.00,0.0,
1911-01-06,,41,16,0.00,0.0,
1911-01-07,,42,17,0.00,0.0,
1911-01-08,,50,27,0.00,0.0,
1911-01-09,,58,26,0.00,0.0,
1911-01-10,,44,9,0.00,0.0,
1911-01-11,,53,21,0.00,0.0,
1911-01-12,,57,49,0.01,0.0,
1911-01-13,,61,50,0.09,0.0,
1911-01-14,,62,43,0.00,0.0,
1911-01-15,,58,41,0.02,0.0,
1911-01-16,,42,23,0.00,0.0,
1911-01-17,,27,22,0.75,7.5,
1911-01-18,,29,21,0.00,0.0,
1911-01-19,,39,24,0.00,0.0,
1911-01-20,,46,19,0.00,0.0,
1911-01-21,,52,35,0.56,0.0,
1911-01-22,,54,34,0.26,0.0,
1911-01-23,,37,24,0.00,0.0,
1911-01-24,,40,10,0.00,0.0,
1911-01-25,,50,16,0.00,0.0,
1911-01-26,,49,37,0.29,0.0,
1911-01-27,,55,43,0.15,0.0,
1911-01-28,,55,40,0.00,0.0,
1911-01-29,,45,28,1.04,0.0,
1911-01-30,,50,31,0.65,0.0,
1911-01-31,,32,22,0.00,0.0,
1911-02-01,,51,29,0.41,0.0,
1911-02-02,,65,29,0.00,0.0,
1911-02-03,,53,23,0.16,0.0,
1911-02-04,,52,34,0.00,0.0,
1911-02-05,,45,28,0.00,0.0,
1911-02-06,,41,28,0.10,1.0,
1911-02-07,,48,26,0.00,0.0,
1911-02-08,,46,32,0.46,0.0,
1911-02-09,,46,35,0.41,0.0,
1911-02-10,,35,24,0.00,0.0,
1911-02-11,,50,20,0.00,0.0,
1911-02-12,,38,30,0.00,0.0,
1911-02-13,,61,32,0.00,0.0,
1911-02-14,,63,39,0.00,0.0,
1911-02-15,,68,39,0.00,0.0,
1911-02-16,,57,33,0.00,0.0,
1911-02-17,,67,33,0.00,0.0,
1911-02-18,,61,33,0.00,0.0,
1911-02-19,,43,32,0.38,0.0,
1911-02-20,,41,23,0.13,0.0,
1911-02-21,,26,15,0.00,0.0,
1911-02-22,,27,13,0.00,0.0,
1911-02-23,,34,21,0.00,0.0,
1911-02-24,,42,24,0.00,0.0,
1911-02-25,,55,29,0.00,0.0,
1911-02-26,,55,29,0.00,0.0,
1911-02-27,,53,40,0.00,0.0,
1911-02-28,,45,27,0.00,0.0,
1911-03-01,,33,24,0.10,1.0,
1911-03-02,,36,26,0.00,0.0,
1911-03-03,,51,24,0.00,0.0,
1911-03-04,,47,27,0.00,0.0,
1911-03-05,,47,16,0.00,0.0,
1911-03-06,,52,34,1.54,0.0,
1911-03-07,,45,24,0.30,3.0,
1911-03-08,,36,26,0.00,0.0,
1911-03-09,,53,23,0.15,0.0,
1911-03-10,,57,38,0.00,0.0,
1911-03-11,,61,29,0.00,0.0,
1911-03-12,,78,33,0.00,0.0,
1911-03-13,,71,39,0.66,0.0,
1911-03-14,,40,33,0.15,0.0,
1911-03-15,,,,0.00,0.0,
1911-03-16,,,,0.00,0.0,
1911-03-17,,,,0.00,0.0,
1911-03-18,,,,0.00,0.0,
1911-03-19,,,,0.63,0.0,
1911-03-20,,,,0.00,0.0,
1911-03-21,,,,0.00,0.0,
1911-03-22,,69,,0.00,0.0,
1911-03-23,,56,,0.00,0.0,
1911-03-24,,51,,0.00,0.0,
1911-03-25,,58,,0.00,0.0,
1911-03-26,,57,,0.41,0.0,
1911-03-27,,55,,0.00,0.0,
1911-03-28,,48,,0.00,0.0,
1911-03-29,,47,,0.40,0.0,
1911-03-30,,43,,0.10,1.0,
1911-03-31,,39,32,0.20,2.0,
1911-04-01,,45,22,0.00,0.0,
1911-04-02,,50,18,0.00,0.0,
1911-04-03,,44,36,0.74,0.0,
1911-04-04,,40,34,0.43,0.0,
1911-04-05,,64,38,0.32,0.0,
1911-04-06,,79,41,0.00,0.0,
1911-04-07,,69,49,0.13,0.0,
1911-04-08,,50,40,0.60,0.0,
1911-04-09,,44,34,0.24,0.0,
1911-04-10,,57,23,0.00,0.0,
1911-04-11,,54,28,0.00,0.0,
1911-04-12,,48,38,0.02,0.0,
1911-04-13,,58,46,0.00,0.0,
1911-04-14,,68,50,0.54,0.0,
1911-04-15,,59,44,0.19,0.0,
1911-04-16,,53,41,0.00,0.0,
1911-04-17,,58,43,0.00,0.0,
1911-04-18,,65,,0.00,0.0,
1911-04-19,,60,,0.41,0.0,
1911-04-20,,56,,0.24,0.0,
1911-04-21,,63,,0.00,0.0,
1911-04-22,,49,38,0.16,0.0,
1911-04-23,,44,35,0.00,0.0,
1911-04-24,,51,26,0.00,0.0,
1911-04-25,,64,25,0.00,0.0,
1911-04-26,,70,32,0.00,0.0,
1911-04-27,,68,41,0.00,0.0,
1911-04-28,,65,48,0.10,0.0,
1911-04-29,,73,50,0.00,0.0,
1911-04-30,,73,55,0.31,0.0,
1911-05-01,,78,53,0.09,0.0,
1911-05-02,,72,38,0.00,0.0,
1911-05-03,,57,27,0.00,0.0,
1911-05-04,,59,41,0.00,0.0,
1911-05-05,,62,36,0.00,0.0,
1911-05-06,,67,33,0.00,0.0,
1911-05-07,,70,35,0.00,0.0,
1911-05-08,,66,46,0.00,0.0,
1911-05-09,,66,41,0.00,0.0,
1911-05-10,,80,42,0.00,0.0,
1911-05-11,,85,48,0.00,0.0,
1911-05-12,,83,53,0.00,0.0,
1911-05-13,,78,55,0.00,0.0,
1911-05-14,,77,49,0.00,0.0,
1911-05-15,,81,45,0.00,0.0,
1911-05-16,,85,46,0.00,0.0,
1911-05-17,,85,51,0.00,0.0,
1911-05-18,,86,55,0.00,0.0,
1911-05-19,,90,61,0.00,0.0,
1911-05-20,,90,53,0.06,0.0,
1911-05-21,,86,56,0.00,0.0,
1911-05-22,,88,53,0.00,0.0,
1911-05-23,,81,54,0.03,0.0,
1911-05-24,,81,57,0.00,0.0,
1911-05-25,,80,45,0.00,0.0,
1911-05-26,,87,52,0.04,0.0,
1911-05-27,,82,53,0.00,0.0,
1911-05-28,,85,51,0.00,0.0,
1911-05-29,,84,49,0.47,0.0,
1911-05-30,,85,55,0.17,0.0,
1911-05-31,,80,59,0.53,0.0,
1911-06-01,,72,56,0.00,0.0,
1911-06-02,,80,46,0.00,0.0,
1911-06-03,,79,54,0.00,0.0,
1911-06-04,,88,54,0.00,0.0,
1911-06-05,,78,59,0.60,0.0,
1911-06-06,,82,59,0.00,0.0,
1911-06-07,,82,61,0.00,0.0,
1911-06-08,,79,63,0.00,0.0,
1911-06-09,,80,59,0.00,0.0,
1911-06-10,,87,55,0.00,0.0,
1911-06-11,,92,59,0.00,0.0,
1911-06-12,,84,64,0.00,0.0,
1911-06-13,,73,52,0.25,0.0,
1911-06-14,,68,55,0.00,0.0,
1911-06-15,,72,53,0.06,0.0,
1911-06-16,,76,46,0.02,0.0,
1911-06-17,,73,56,0.12,0.0,
1911-06-18,,75,59,0.26,0.0,
1911-06-19,,72,61,0.04,0.0,
1911-06-20,,82,60,0.00,0.0,
1911-06-21,,84,52,0.00,0.0,
1911-06-22,,89,49,0.00,0.0,
1911-06-23,,89,49,0.00,0.0,
1911-06-24,,83,59,0.06,0.0,
1911-06-25,,79,63,0.05,0.0,
1911-06-26,,85,65,0.42,0.0,
1911-06-27,,83,64,0.00,0.0,
1911-06-28,,82,65,0.00,0.0,
1911-06-29,,83,53,0.00,0.0,
1911-06-30,,84,51,0.00,0.0,
1911-07-01,,88,52,0.00,0.0,
1911-07-02,,93,58,0.08,0.0,
1911-07-03,,94,59,0.00,0.0,
1911-07-04,,94,63,0.02,0.0,
1911-07-05,,92,63,0.00,0.0,
1911-07-06,,88,56,0.00,0.0,
1911-07-07,,89,63,0.78,0.0,
1911-07-08,,84,62,0.79,0.0,
1911-07-09,,86,61,0.00,0.0,
1911-07-10,,89,65,0.00,0.0,
1911-07-11,,83,65,0.08,0.0,
1911-07-12,,86,63,0.07,0.0,
1911-07-13,,87,61,0.00,0.0,
1911-07-14,,82,58,0.00,0.0,
1911-07-15,,86,46,0.00,0.0,
1911-07-16,,85,49,0.00,0.0,
1911-07-17,,77,62,0.24,0.0,
1911-07-18,,77,47,0.00,0.0,
1911-07-19,,84,50,0.00,0.0,
1911-07-20,,86,56,0.00,0.0,
1911-07-21,,85,60,0.00,0.0,
1911-07-22,,79,59,0.29,0.0,
1911-07-23,,83,47,0.00,0.0,
1911-07-24,,87,66,0.47,0.0,
1911-07-25,,78,51,0.00,0.0,
1911-07-26,,72,45,0.00,0.0,
1911-07-27,,79,44,0.00,0.0,
1911-07-28,,83,47,0.00,0.0,
1911-07-29,,87,52,0.00,0.0,
1911-07-30,,79,63,0.00,0.0,
1911-07-31,,86,57,0.00,0.0,
1911-08-01,,85,59,0.04,0.0,
1911-08-02,,87,62,0.00,0.0,
1911-08-03,,82,60,0.00,0.0,
1911-08-04,,84,61,0.29,0.0,
1911-08-05,,86,63,0.20,0.0,
1911-08-06,,84,61,0.00,0.0,
1911-08-07,,89,62,0.00,0.0,
1911-08-08,,90,63,0.15,0.0,
1911-08-09,,89,61,0.00,0.0,
1911-08-10,,91,58,0.00,0.0,
1911-08-11,,93,59,0.00,0.0,
1911-08-12,,92,63,1.47,0.0,
1911-08-13,,89,62,0.14,0.0,
1911-08-14,,84,66,0.31,0.0,
1911-08-15,,81,67,0.48,0.0,
1911-08-16,,88,60,0.21,0.0,
1911-08-17,,88,56,0.00,0.0,
1911-08-18,,83,65,0.00,0.0,
1911-08-19,,77,53,0.00,0.0,
1911-08-20,,77,51,0.00,0.0,
1911-08-21,,79,53,0.00,0.0,
1911-08-22,,80,50,0.00,0.0,
1911-08-23,,86,53,0.00,0.0,
1911-08-24,,87,56,0.00,0.0,
1911-08-25,,82,63,0.83,0.0,
1911-08-26,,79,66,0.24,0.0,
1911-08-27,,84,65,0.00,0.0,
1911-08-28,,85,65,0.00,0.0,
1911-08-29,,84,66,0.11,0.0,
1911-08-30,,76,60,0.53,0.0,
1911-08-31,,67,57,0.96,0.0,
1911-09-01,,80,57,0.00,0.0,
1911-09-02,,83,56,0.00,0.0,
1911-09-03,,81,58,0.00,0.0,
1911-09-04,,81,62,0.00,0.0,
1911-09-05,,78,63,0.22,0.0,
1911-09-06,,80,64,0.00,0.0,
1911-09-07,,84,57,0.00,0.0,
1911-09-08,,86,60,0.00,0.0,
1911-09-09,,78,62,0.00,0.0,
1911-09-10,,83,60,0.00,0.0,
1911-09-11,,77,66,0.31,0.0,
1911-09-12,,78,64,0.00,0.0,
1911-09-13,,71,47,0.00,0.0,
1911-09-14,,69,41,0.00,0.0,
1911-09-15,,81,57,0.28,0.0,
1911-09-16,,75,63,0.04,0.0,
1911-09-17,,71,55,0.00,0.0,
1911-09-18,,79,48,0.00,0.0,
1911-09-19,,78,59,0.00,0.0,
1911-09-20,,77,56,0.00,0.0,
1911-09-21,,72,56,0.16,0.0,
1911-09-22,,75,59,0.69,0.0,
1911-09-23,,77,54,0.00,0.0,
1911-09-24,,80,58,0.00,0.0,
1911-09-25,,81,57,0.00,0.0,
1911-09-26,,77,56,0.00,0.0,
1911-09-27,,81,55,0.00,0.0,
1911-09-28,,74,62,0.00,0.0,
1911-09-29,,78,61,0.35,0.0,
1911-09-30,,73,49,0.00,0.0,
1911-10-01,,76,49,0.00,0.0,
1911-10-02,,77,63,1.17,0.0,
1911-10-03,,71,54,0.07,0.0,
1911-10-04,,80,55,0.00,0.0,
1911-10-05,,74,49,0.00,0.0,
1911-10-06,,72,41,0.00,0.0,
1911-10-07,,75,50,0.53,0.0,
1911-10-08,,65,46,0.05,0.0,
1911-10-09,,65,50,0.00,0.0,
1911-10-10,,63,57,0.59,0.0,
1911-10-11,,71,53,0.00,0.0,
1911-10-12,,64,49,0.07,0.0,
1911-10-13,,66,39,0.00,0.0,
1911-10-14,,68,43,0.30,0.0,
1911-10-15,,69,48,0.08,0.0,
1911-10-16,,77,45,0.00,0.0,
1911-10-17,,67,56,1.87,0.0,
1911-10-18,,55,50,0.00,0.0,
1911-10-19,,68,37,0.00,0.0,
1911-10-20,,70,42,0.00,0.0,
1911-10-21,,70,50,0.00,0.0,
1911-10-22,,64,50,0.60,0.0,
1911-10-23,,58,39,0.00,0.0,
1911-10-24,,61,31,0.00,0.0,
1911-10-25,,62,29,0.00,0.0,
1911-10-26,,66,28,0.00,0.0,
1911-10-27,,65,34,0.00,0.0,
1911-10-28,,56,36,0.00,0.0,
1911-10-29,,55,40,0.00,0.0,
1911-10-30,,65,34,0.00,0.0,
1911-10-31,,64,45,0.00,0.0,
1911-11-01,,58,45,0.00,0.0,
1911-11-02,,46,28,0.00,0.0,
1911-11-03,,49,15,0.00,0.0,
1911-11-04,,49,26,0.00,0.0,
1911-11-05,,60,36,0.00,0.0,
1911-11-06,,54,45,1.56,0.0,
1911-11-07,,58,40,0.00,0.0,
1911-11-08,,52,34,0.00,0.0,
1911-11-09,,48,39,0.15,0.0,
1911-11-10,,66,44,0.00,0.0,
1911-11-11,,69,32,0.00,0.0,
1911-11-12,,68,26,0.53,0.0,
1911-11-13,,78,11,0.00,0.0,
1911-11-14,,39,18,0.00,0.0,
1911-11-15,,51,33,0.00,0.0,
1911-11-16,,,29,0.00,0.0,
1911-11-17,,51,24,0.00,0.0,
1911-11-18,,58,38,0.43,0.0,
1911-11-19,,44,29,0.00,0.0,
1911-11-20,,51,25,0.00,0.0,
1911-11-21,,45,27,0.00,0.0,
1911-11-22,,40,15,0.00,0.0,
1911-11-23,,49,19,0.00,0.0,
1911-11-24,,45,24,0.00,0.0,
1911-11-25,,30,21,0.00,0.0,
1911-11-26,,48,31,0.00,0.0,
1911-11-27,,48,21,0.00,0.0,
1911-11-28,,52,38,0.35,0.0,
1911-11-29,,48,22,0.00,0.0,
1911-11-30,,34,19,0.00,0.0,
1911-12-01,,43,21,,0.0,
1911-12-02,,41,32,,0.0,
1911-12-03,,37,22,0.00,0.0,
1911-12-04,,35,21,,0.0,
1911-12-05,,44,13,,0.0,
1911-12-06,,52,18,,0.0,
1911-12-07,,53,20,,0.0,
1911-12-08,,57,22,,0.0,
1911-12-09,,55,28,,0.0,
1911-12-10,,59,28,,0.0,
1911-12-11,,60,45,,0.0,
1911-12-12,,63,41,,0.0,
1911-12-13,,57,40,,0.0,
1911-12-14,,42,33,0.13,0.0,
1911-12-15,,50,36,0.19,0.0,
1911-12-16,,59,44,0.15,0.0,
1911-12-17,,55,33,,0.0,
1911-12-18,,36,30,,0.0,
1911-12-19,,39,17,,0.0,
1911-12-20,,35,21,,0.0,
1911-12-21,,40,29,0.07,0.0,
1911-12-22,,45,39,0.73,0.0,
1911-12-23,,48,42,,0.0,
1911-12-24,,46,37,0.37,0.0,
1911-12-25,,46,24,,0.0,
1911-12-26,,47,33,0.36,0.0,
1911-12-27,,52,25,0.00,0.0,
1911-12-28,,27,18,0.00,0.0,
1911-12-29,,36,11,,0.0,
1911-12-30,,41,28,0.00,0.0,
1911-12-31,,55,35,0.20,0.0,
1912-01-01,,54,24,0.00,0.0,
1912-01-02,,,16,0.20,2.0,
1912-01-03,,36,27,0.00,0.0,
1912-01-04,,32,25,0.00,0.0,
1912-01-05,,27,2,0.00,0.0,
1912-01-06,,26,-4,0.00,0.0,
1912-01-07,,15,9,0.40,4.0,1.0
1912-01-08,,20,-7,0.30,3.0,5.0
1912-01-09,,30,5,0.00,0.0,
1912-01-10,,33,5,0.00,0.0,
1912-01-11,,31,8,0.30,3.0,4.0
1912-01-12,,31,11,0.00,0.0,
1912-01-13,,18,-10,0.00,0.0,
1912-01-14,,20,-12,0.00,0.0,
1912-01-15,,22,8,0.00,0.0,
1912-01-16,,11,-1,0.00,0.0,
1912-01-17,,28,-2,0.00,0.0,
1912-01-18,,45,24,0.00,0.0,
1912-01-19,,46,24,0.00,0.0,
1912-01-20,,30,5,0.00,0.0,
1912-01-21,,36,8,0.00,0.0,
1912-01-22,,44,18,0.00,0.0,
1912-01-23,,49,40,0.00,0.0,
1912-01-24,,46,32,0.00,0.0,
1912-01-25,,38,24,0.00,0.0,
1912-01-26,,34,23,0.18,0.0,
1912-01-27,,38,23,0.00,0.0,
1912-01-28,,34,20,0.00,0.0,
1912-01-29,,36,23,0.79,0.0,
1912-01-30,,38,23,0.00,0.0,
1912-01-31,,25,17,0.00,0.0,
1912-02-01,,33,15,0.00,0.0,
1912-02-02,,32,,0.00,0.0,
1912-02-03,,26,6,0.40,4.0,
1912-02-04,,25,0,0.00,0.0,
1912-02-05,,15,2,0.00,0.0,
1912-02-06,,20,4,0.00,0.0,
1912-02-07,,32,-5,0.00,0.0,
1912-02-08,,29,20,0.00,0.0,
1912-02-09,,31,9,0.00,0.0,
1912-02-10,,33,-1,0.00,0.0,
1912-02-11,,36,3,0.00,0.0,
1912-02-12,,37,17,0.00,0.0,
1912-02-13,,37,22,0.00,0.0,
1912-02-14,,43,21,0.00,0.0,
1912-02-15,,39,29,0.00,0.0,
1912-02-16,,45,19,0.00,0.0,
1912-02-17,,51,23,0.00,0.0,
1912-02-18,,47,29,0.00,0.0,
1912-02-19,,53,28,0.00,0.0,
1912-02-20,,47,39,0.00,0.0,
1912-02-21,,52,36,0.65,0.0,
1912-02-22,,58,16,0.00,0.0,
1912-02-23,,43,16,0.00,0.0,
1912-02-24,,38,20,0.16,0.0,
1912-02-25,,46,32,0.03,0.0,
1912-02-26,,56,39,0.17,0.0,
1912-02-27,,51,23,0.00,0.0,
1912-02-28,,42,19,0.00,0.0,
1912-02-29,,38,23,0.00,0.0,
1912-03-01,,30,18,0.00,0.0,
1912-03-02,,35,14,0.00,0.0,
1912-03-03,,32,24,0.30,3.0,
1912-03-04,,37,22,0.00,0.0,
1912-03-05,,35,28,0.20,2.0,
1912-03-06,,40,21,0.30,3.0,
1912-03-07,,50,24,0.00,0.0,
1912-03-08,,43,34,0.15,0.0,
1912-03-09,,42,24,0.00,0.0,
1912-03-10,,35,17,0.00,0.0,
1912-03-11,,39,18,0.40,4.0,
1912-03-12,,39,29,1.20,0.0,
1912-03-13,,40,33,0.00,0.0,
1912-03-14,,55,26,0.00,0.0,
1912-03-15,,55,44,0.92,0.0,
1912-03-16,,50,29,0.00,0.0,
1912-03-17,,59,27,0.00,0.0,
1912-03-18,,65,29,0.00,0.0,
1912-03-19,,68,31,0.11,0.0,
1912-03-20,,69,50,0.00,0.0,
